,isbn,book_title,book_author,year_of_publication,book_id
149428,1558747060,"Chicken Soup for the Single's Soul - 101 Stories of Love and Inspiration for the Single, Divorced and Widowed",Jack Canfield,1999.0,17419
149431,185326041X,The Great Gatsby,F. Scott Fitzgerald,1999.0,3909
188066,0684831546,ACCORDION CRIMES,Annie Proulx,1997.0,3508
149541,0140260404,The Road Ahead (CD ROM included),Bill Gates,1996.0,64330
253824,055329461X,The Difference Engine,WILLIAM GIBSON,1992.0,2799
149573,0312983093,Breaking Point (St. Martin's True Crime Library),Suzy Spencer,2002.0,12313
149582,0446525243,The Drowning People,Richard Mason,1999.0,41039
149585,0451451600,I Shudder at Your Touch: 22 Tales of Sex and Horror,Michele Slung,1993.0,11920
178000,076360013X,Guess How Much I Love You,Sam McBratney,1996.0,64374
149638,0446400513,One Corpse Too Many: The Second Chronicle of Brother Cadfael,Ellis Peters,1994.0,26797
149772,0441813046,Titan,John Varley,1992.0,26810
173113,0375410627,Ava's Man,Rick Bragg,2001.0,54956
149817,2070426823,"Dirk Gentle, dÃ?Â©tective holistique, tome 1 : Un cheval dans la salle de bains",Douglas Adams,2003.0,45299
149947,0060924985,The Infinite Plan : A Novel,Isabel Allende,1994.0,35932
149957,0140320970,The Twenty-One Balloons,William Pene du Bois,1986.0,64890
150095,0310213274,What's So Amazing About Grace?,Philip Yancey,1997.0,65615
150129,0345296060,The Two Towers (Lord of the Rings (Paperback)),J. R. R. Tolkien,1981.0,65065
150332,0515097128,I'm With the Band: Confessions of a Groupie,Pamela Des Barres,1991.0,56024
150695,1576730360,I Kissed Dating Goodbye: A New Attitude Toward Relationships And Romance,Joshua Harris,1997.0,17564
150715,006029471X,Haunted : A Tale of the Mediator,Meg Cabot,2003.0,65648
150716,006447268X,"The Chronicles of Chrestomanci, Volume 1: Charmed Life / The Lives of Christopher Chant",Diana Wynne Jones,2001.0,54752
150719,0316910333,Gossip Girl #1 : A Novel by Cecily von Ziegesar (Gossip Girl),Cecily Von Ziegesar,2002.0,17280
150731,0679826718,"The Tiger in the Well (Sally Lockhart Trilogy, Book 3)",PHILIP PULLMAN,1992.0,5361
578895,0393040135,Love Warps the Mind a Little,John Dufresne,1997.0,3793
426687,0373835124,Darling Daughters,Debbie Macomber,2002.0,25857
734146,0786889101,I Am Spock,Leonard Nimoy,1996.0,65705
196308,0451171926,Atlas Shrugged,Ayn Rand,1992.0,52852
150848,0061020702,The Light Fantastic (Discworld Novels (Paperback)),Terry Pratchett,2000.0,7755
150877,0061030597,Moment of Truth,Lisa Scottoline,2001.0,20729
150888,0440160677,Other Side of Midnight,Sidney Sheldon,1977.0,8232
150893,0451206681,Billy Strobe,John S. Martel,2002.0,65748
150915,0441003435,The Adept (Adept),Katherine Kurtz,2003.0,16589
150916,0441003443,The Lodge of the Lynx (Adept),Katherine Kurtz,2003.0,65764
150917,0441003451,The Templar Treasure (Adept),Katherine Kurtz,2004.0,65762
150920,0525944885,The Songcatcher: A Ballad Novel,Sharyn McCrumb,2001.0,38045
150968,3518367749,Narziss Und Goldmund,Hermann Hesse,,50650
186256,0440986591,"Then Again, Maybe I Won't",Judy Blume,1976.0,29556
176602,0345407288,My American Journey,Colin L. Powell,1996.0,65839
151020,0440539811,"The Illuminatus Trilogy: The Eye in the Pyramid, the Golden Apple &amp Leviathan",Robert Shea,1984.0,29991
151021,0451452011,Red Dwarf: Infinity Welcomes Careful Drivers,Grant Naylor,1996.0,65875
151216,0451165594,The I-5 Killer (Signet True Crime S.),Ann Rule,1989.0,28250
151235,0553560239,The Hot House : Life Inside Leavenworth Prison,PETE EARLEY,1993.0,30109
151242,0670878847,The Most Wanted,Jacquelyn Mitchard,1998.0,19456
151244,0671009443,Private Parts,Howard Stern,1997.0,12591
151245,0671665707,Casino,Nicholas Pileggi,1996.0,34241
151246,0671741039,Swan Song,Robert McCammon,1987.0,24668
151261,0743439651,Still Waters,Jennifer Lauck,2001.0,66057
154781,3453210697,Die Bruderschaft,John Grisham,2003.0,66084
382545,0425155439,The Rapture of Canaan,Sheri Reynolds,2003.0,66087
185147,0140187537,The Winter of Our Discontent (Penguin Twentieth-Century Classics),John Steinbeck,1996.0,66104
151328,0061094595,Calder Pride,Janet Dailey,2000.0,15095
151337,038079828X,Petals on the River (Avon Historical Romance),Kathleen E. Woodiwiss,1998.0,12423
222630,017443460X,King Lear (3rd Series),William Shakespeare,1997.0,93848
151458,0765303817,The Onion Girl (Newford),Charles de Lint,2002.0,55488
151464,0812570812,Rhapsody : Child of Blood,Elizabeth Haydon,2000.0,66162
151472,0375507124,It's My F---ing Birthday,MERRILL MARKOE,2002.0,17095
151474,0671739441,MINE : MINE,Robert McCammon,1991.0,66164
151526,0553290851,22 Indigo Place,SANDRA BROWN,1991.0,16300
415556,0446606456,An Isolated Incident,Susan R. Sloan,1999.0,7432
151638,009925672X,Into the Forest,Hegland Jean,,66219
151650,0380814676,Mike Nelson's Movie Megacheese,Michael J. Nelson,2000.0,28929
151687,006053429X,Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters,Wally Lamb,2003.0,20077
151696,0618150730,The Perilous Gard,Elizabeth Marie Pope,2001.0,51966
312641,0060195932,Singing My Him Song,Malachy McCourt,2000.0,27472
228004,074322454X,"Band of Brothers : E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,2001.0,45533
151754,0310235138,Time Out for Mom . . . Ahhh Moments,Mary Beth Lagerborg,2000.0,62586
151831,0515133639,The Absence of Nectar,Kathy Hepinstall,2002.0,15245
151849,0679745688,Ripley's Game (Vintage Crime/Black Lizard),Patricia Highsmith,1993.0,25717
151856,0684852217,Close Range: Wyoming Stories,Annie Proulx,1999.0,61735
151884,0448095114,"The Clue of the Broken Locket (Nancy Drew Mystery Stories, No 11)",Carolyn Keene,1970.0,36310
151911,0060083255,Ties That Bind: A Novel,Phillip Margolin,2004.0,57138
151972,0312974752,Winter of the Wolf Moon (An Alex McKnight Novel),Steve Hamilton,2001.0,66313
151978,0380703866,Touch,Elmore Leonard,1988.0,66328
152051,055357910X,Meg,Steve Alten,1998.0,28301
232207,0140046569,Changing Places,David Lodge,1978.0,66361
572672,0312179405,Tell Me Lies,Jennifer Crusie,1998.0,22409
447818,0375760903,The Coffee Trader : A Novel (Ballantine Reader's Circle),DAVID LISS,2004.0,9092
249926,0446404292,Sanctuary Sparrow (Brother Cadfael Mysteries),Ellis Peters,1995.0,29874
364914,0440227259,Gallows Hill (Laurel-Leaf Books),LOIS DUNCAN,1998.0,66399
850219,0590988492,Wanted!,Caroline B. Cooney,1997.0,58938
152182,0156028751,The Seven Sisters,Margaret Drabble,2003.0,66403
152223,031225346X,The Prometheus Deception,Robert Ludlum,2000.0,54954
152225,0385318294,A Dry Spell,Susie Moloney,1997.0,65666
152245,0553078755,Ishmael,Daniel Quinn,1997.0,55024
275773,0440211697,Phantom,Susan Kay,1993.0,21651
152275,0061020656,Pyramids (Discworld Novels (Paperback)),Terry Pratchett,2001.0,37824
152278,0061020680,Mort (Discworld Novels (Paperback)),Terry Pratchett,2001.0,25729
152293,0345444388,The Scar,CHINA MIEVILLE,2002.0,66462
152312,0679426620,Havana Bay: A Novel,Martin Cruz Smith,1999.0,27980
181348,8495618605,El Codigo Da Vinci / The Da Vinci Code,Dan Brown,2003.0,4064
152403,0330400967,Exodus,Julie Bertangna,2003.0,51471
815690,0385488440,Purple Cane Road,James Lee Burke,2000.0,17255
598394,0440224306,Ember from the Sun,Mark Canter,1997.0,64208
152498,0385332777,Move to Strike,Perri O'Shaughnessy,2000.0,66505
893158,8420646067,Artificios,Jorge Luis Borges,1996.0,66511
1061391,042519549X,Isle of Palms: A Lowcountry Tale (2004),Dorothea Benton Frank,2004.0,8140
193572,0451170113,Night Shift,Stephen King,1994.0,18473
152559,0446342106,New Orleans Legacy,Alexandra Ripley,1988.0,66517
673852,0749336021,The Joy Luck Club,Amy Tan,1994.0,32772
152678,0812565495,Moonlight and Vines (Newford),Charles de Lint,1999.0,37260
153242,0441006582,A Phule and His Money (Phule's Company),Robert L. Asprin,1999.0,50653
153266,0441662536,Phule's Paradise (Phule's Company),Robert Asprin,1996.0,50652
153487,0553268945,Forging the Darksword (Darksword Trilogy),Margaret Weis,1997.0,15742
153493,0553274066,Triumph of the Darksword (Darksword Trilogy),MARGARET WEIS,1997.0,5413
299553,0316107387,Night of the Mary Kay Commandos Featuring Smell O-Toons,Berke Breathed,1989.0,67070
230683,039914563X,The Bear and the Dragon,Tom Clancy,2000.0,945
154007,0679882901,Emperor Mage (Immortals (Paperback)),TAMORA PIERCE,1997.0,67087
386347,0413650103,"Adrian Mole, the wilderness years",Sue Townsend,1993.0,35966
258661,0679457143,The Cobra Event,Richard Preston,1997.0,50345
154201,0425192733,Portrait of a Killer: Jack the Ripper-- Case Closed (Berkley True Crime),Patricia Cornwell,2003.0,8643
202803,080504695X,A Rumor of War,Philip Caputo,1996.0,67168
154258,0380782332,Kiss an Angel,Susan Elizabeth Phillips,2002.0,10895
154274,067187098X,For the Roses,Julie Garwood,1996.0,12796
361482,0440220459,Drop Shot (Myron Bolitar Mysteries (Paperback)),HARLAN COBEN,1996.0,19902
154347,0446602345,Original Sin,Phyllis White,1996.0,14802
154406,0515134899,Body Check,Deirdre Martin,2003.0,93609
384990,0804107149,Ordinary Love and Good Will,Jane Smiley,1991.0,67063
154495,3404135091,Assassini. Der Vatikan- Thriller.,Thomas Gifford,1994.0,37237
154507,3423113456,Bewohnte Frau. Roman.,Gioconda Belli,1991.0,67308
154511,3423204206,Die falsche FÃ?Â¤hrte.,Henning Mankell,2001.0,3038
154551,3453177622,Zeit im Wind.,Nicholas Sparks,2000.0,1232
154572,3499108518,Der Fanger Im Roggen,Jerome D. Salinger,1966.0,1234
154645,0440213460,The Silver Kiss (AFI Film Readers),Annette Curtis Klause,1992.0,60077
252072,3596102871,Die Feuer von Troia. Roman.,Marion Zimmer Bradley,1990.0,51857
154664,3257062001,Witwe fÃ?Â¼r ein Jahr.,John Irving,1999.0,67371
154673,3404121686,Nacht Ã?Â¼ber den Wassern.,Ken Follett,1994.0,920
154714,3442415578,Total verhext. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett,1994.0,52177
154723,344243193X,Hexenstunde.,Anne Rice,1995.0,67379
154733,3442451221,Timeline,Michael Crichton,2002.0,67494
154755,345308909X,Der Klient.,John Grisham,1995.0,67464
154790,345386980X,Der Richter.,John Grisham,2003.0,4918
154898,0440505828,Why Can't a Man Be More Like a Cat?,Linda Konner,1996.0,67596
154903,044990668X,Cat-Dependent No More: Learning to Live Cat-Free in a Cat-Filled World,"Jeff, Dr. Reid",1992.0,13945
154911,0471237124,The Art of Deception: Controlling the Human Element of Security,Kevin D.  Mitnick,2002.0,67605
154945,1853260312,"20,000 Leagues Under the Sea (Wordsworth Collection)",Jules Verne,1998.0,1747
154953,340412815X,Die BrÃ?Â¼cken der Freiheit.,Ken Follett,1998.0,66476
352784,3257231156,Auf dem Jakobsweg. Tagebuch einer Pilgerreise nach Santiago de Compostela.,Paulo Coelho,2000.0,53952
155025,3442448867,Raumschiff Titanic.,Douglas Adams,2001.0,53015
155028,3462033360,Der Vogel ist ein Rabe,Benjamin Lebert,2003.0,56232
155031,3499224674,Die Stadt der Blinden.,Jose Saramago,1999.0,67647
237876,0440234697,The First Billion,CHRISTOPHER REICH,2003.0,67702
310951,0553550039,The Stories of Eva Luna,Isabel Allende,1992.0,4118
234287,0688171478,Friendship Cake: A Novel,Lynne Hinton,2000.0,48925
155234,081120068X,Siddhartha,Hermann Hesse,1951.0,19033
404281,0385014856,Guests of the Sheik: An Ethnography of an Iraqi Village,Elizabeth Warnock Fernea,1969.0,52546
155296,0060973722,Men at Work : The Craft of Baseball,George F. Will,1991.0,51784
155311,0374157065,Flu: The Story of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Bari Kolata,1999.0,3
155333,0399137378,Timequake,Kurt Vonnegut,1997.0,54350
155347,0671692674,Dirk Gently's Holistic Detective Agency,Douglas Adams,1989.0,52849
155368,0767912365,"Ciao, America: An Italian Discovers the U.S",Beppe Severgnini,2003.0,14829
155542,3257232608,Nobilta. Commissario Brunettis siebter Fall.,Donna Leon,2001.0,51989
155556,3426609061,House Of God.,Samuel Shem,1998.0,37744
179374,3596150655,Generation Golf. Eine Inspektion,Florian Illies,2002.0,33351
278686,3257201834,Der Grobe Gatsby/the Great Gatsby,F. Scott Fitzgerald,1994.0,67848
339577,0671884298,"A LITTLE YELLOW DOG : Featuring an Original Easy Rawlins Short Story \Gray-Eyed Death\"" (Easy Rawlins Mysteries (Paperback))""",Walter Mosley,1997.0,9721
255365,0671698842,Death of Sleep,Anne McCaffrey,1990.0,67901
330912,0836220870,"Hound Of The Far Side (Far Side Books, Collection No 7)",Gary Larson,1987.0,14368
155819,0679435271,A Pirate Looks At Fifty,Jimmy Buffett,1998.0,66459
203580,0140277447,The Rape of Nanking: The Forgotten Holocaust of World War II,Iris Chang,1998.0,67963
155838,0060582553,Burglars Can't Be Choosers,Lawrence Block,2004.0,67973
155844,0064408620,I Was a Teenage Fairy (Ageless Books),Francesca Lia Block,2000.0,53161
155914,0451409957,Flint,Paul Eddy,2001.0,68038
155963,0671709704,"Boogeyman (Star Trek: The Next Generation, No. 17)",Mel Gilden,1991.0,23500
155968,0671741438,"Gulliver's Fugitives (Star Trek The Next Generation, No 11)",Keith Sharee,1991.0,23530
155972,0671760513,"Spartacus (Star Trek The Next Generation, No 20)",T.L. Mancour,1992.0,29361
155988,0671882678,Descent (Star Trek: The Next Generation),Diane Carey,1993.0,23504
156021,0843947810,Santa Steps Out,Robert Devereaux,2000.0,26663
156026,0843950757,Monstrosity,Edward Lee,2003.0,68044
156039,1551666839,Dead Run,Erica Spindler,2003.0,3679
156058,0446677922,The Bottoms,Joe R. Lansdale,2001.0,19851
156107,0060930934,Wasted : A Memoir of Anorexia and Bulimia,Marya Hornbacher,1999.0,68345
156166,014200023X,A Heart of Stone,Renate Dorrestein,2002.0,36303
156212,0312926294,The Carousel,Rosamunde Pilcher,1991.0,9242
156491,0395669588,The Hidden Life of Dogs,Elizabeth Marshall Thomas,1993.0,68450
156674,0451524551,Moby Dick or the White Whale,Herman Melville,1990.0,22469
156712,052594639X,The Puzzle Bark Tree,Stephanie Gertler,2002.0,48273
157304,0061006629,Fatherland,Robert Harris,1995.0,4835
157312,0061012351,Vendetta: Luckys Revenge,Jackie Collins,1997.0,39000
157334,006103102X,Murder Boogies with Elvis,Anne George,2002.0,59222
157495,014027684X,Daughter of the Queen of Sheba: A Memoir,Jacki Lyden,1998.0,16724
157797,0312956126,The Scold's Bridle,Minette Walters,1995.0,4408
157867,0312975724,Hunting Evil,Carlton Smith,2000.0,92514
158048,0345382315,The PMS Outlaws: An Elizabeth Macpherson Novel (Elizabeth MacPherson Novels (Hardcover)),Sharyn McCrumb,2000.0,69520
158053,0345384385,"The Star Wars Trilogy: Star Wars, the Empire Strikes Back, Return of the Jedi",George Lucas,1997.0,50663
158055,0345384741,Macpherson's Lament: An Elizabeth Macpherson Mystery,Sharyn McCrumb,1993.0,30626
158137,0345433254,The Twisted Root,Anne Perry,1999.0,69042
158160,0345450884,The Lake of Dead Languages,CAROL GOODMAN,2002.0,78933
158688,0385007515,'Salem's Lot,Stephen King,1993.0,94185
158689,0385121679,The Shining,Stephen King,1993.0,116092
158821,0394842553,Oh Say Can You Say? (I Can Read It All by Myself Beginner Books),Dr. Seuss,1979.0,96162
158913,0399151478,Live Bait,P. J. Tracy,2004.0,96492
158920,0399527257,The Art of Shen Ku: The Ultimate Traveler's Guide : The First Intergalactic Artform of the En  Tire Universe,Zeek,2001.0,95709
158935,0425081818,The Talisman,Stephen King,1985.0,10716
158975,0425135020,The Empress File,John Sandford,2001.0,19421
158977,0425135772,A Fatal Thaw,Dana Stabenow,1996.0,79632
159048,0425162613,Breakup (Kate Shugak Mysteries (Paperback)),Dana Stabenow,1998.0,30639
159136,0425180298,All Signs Point to Murder,Kat Goldring,2001.0,9978
159138,042518045X,Unraveled Sleeve (Needlecraft Mysteries),Monica Ferris,2001.0,10499
159181,042519213X,On What Grounds (Coffeehouse Mystery),Cleo Coyle,2003.0,11011
159458,0440505712,"The Nitpicker's Guide for Next Generation Trekkers, Vol. 2",PHIL FARRAND,1993.0,73395
159462,0440775825,Ralph S. Mouse,Not Applicable (Na ),1983.0,38378
159751,0449147282,Milk and Honey (Peter Decker &amp Rina Lazarus Novels (Paperback)),Faye Kellerman,1991.0,13530
159769,0449149986,If I'd Killed Him When I Met Him (Elizabeth MacPherson Novels (Paperback)),SHARYN MCCRUMB,1996.0,20695
159779,0449210677,Resurrection Row,Anne Perry,1989.0,85838
159784,0449213323,Murder in Georgetown (Capital Crime Mysteries),MARGARET TRUMAN,1987.0,20347
159796,0449219615,Farriers' Lane,Anne Perry,1994.0,23977
159805,0449222276,Belgrave Square,Anne Perry,1993.0,1866
159897,0451183746,Road to Wellville,T. Coraghessan Boyle,1994.0,4573
159980,0451204123,The Association,Bentley Little,2001.0,17553
160103,0452280818,Other People's Dirt: A Housecleaner's Curious Adventures,Louise Rafkin,1999.0,27909
160499,0553571931,The Chatham School Affair,Thomas H. Cook,1997.0,92102
160562,0553580256,Pawing Through the Past (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,2001.0,18655
160846,0590487922,Zlata's Diary: A Child's Life in Sarajevo,Zlata Filipovic,,11881
161054,0671020781,"Once Burned (Star Trek New Frontier: The Captain's Table, Book 5)",Peter David,1998.0,124026
161080,0671025325,Imzadi II Triangle (Star Trek The Next Generation),Peter David,1998.0,11809
161121,0671039954,Rose,V.C. Andrews,2001.0,10194
161364,0671708368,"Fortune's Light (Star Trek The Next Generation, No 15)",Michael Jan Friedman,1991.0,24479
161365,0671708376,"Perchance to Dream (Star Trek The Next Generation, No 19)",Howard Weinstein,1991.0,10506
161382,0671733893,"Q-In-Law (Star Trek The Next Generation, No 18)",Peter David,1991.0,10513
161435,0671774832,Section 31: Abyss (Star Trek: Deep Space Nine),Jeffrey Lang,2001.0,96081
161470,0671798316,"Guises of the Mind (Star Trek The Next Generation, No 27)",Rebecca Neason,1993.0,43294
161506,0671880306,"The Big Game (Star Trek Deep Space Nine, No 4)",Sandy Schofield,1993.0,23498
161588,0679602984,Fear and Loathing in Las Vegas and Other American Stories (Modern Library),HUNTER S. THOMPSON,1998.0,184472
161631,0679843655,"Thomas and the School Trip (Step-Into-Reading, Step 2)",W. REV AWDRY,1993.0,48794
161651,0679967389,"Arthur's Reading Race (Step-Into-Reading, Step 3)",Marc Tolon Brown,1996.0,38392
161662,0684802449,The Blood Countess: A Novel,Andrei Codrescu,1995.0,59915
161678,068484611X,Tearing the Silence : On Being German in America,Ursula Hegi,1998.0,59441
161778,0717283534,Lion King Disney,Disney,,38379
162079,078601539X,Eve: The Sorority (Sorority Trilogy),Tamara Thorne,2003.0,71594
162080,0786015403,Merilynn: The Sorority (Sorority Trilogy),Tamara Thorne,2003.0,126803
162204,0804118558,A Breach of Promise (William Monk Novels (Paperback)),Anne Perry,1999.0,7521
162461,0843946903,One Rainy Night,Richard Laymon,2000.0,20046
